Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
63579106,12/31/2024 11:55:01 PM,01/01/2025 12:00:41 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10031,1631 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  140 STREET,WEST  141 STREET,WEST  140 STREET,WEST  141 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/01/2025 12:00:45 AM,09 MANHATTAN,1020570056,MANHATTAN,998198,238934,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.82248321775647,-73.94960461640152,"(40.82248321775647, -73.94960461640152)"
63573293,12/31/2024 11:54:55 PM,01/01/2025 08:38:07 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 08:38:09 AM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63579944,12/31/2024 11:54:52 PM,01/01/2025 01:59:48 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11228,76 BAY    8 STREET,BAY    8 STREET,86 STREET,BENSON AVENUE,86 STREET,BENSON AVENUE,ADDRESS,BROOKLYN,BAY    8 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 01:59:51 AM,11 BROOKLYN,3063580059,BROOKLYN,981017,161710,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.61053238372868,-74.01164403325879,"(40.61053238372868, -74.01164403325879)"
63576867,12/31/2024 11:54:32 PM,01/01/2025 12:52:29 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11230,AVENUE O,AVENUE O,AVENUE O,EAST    4 STREET,AVENUE O,EAST    4 STREET,INTERSECTION,,,,Closed,,The Police Department issued a summons in response to the complaint.,01/01/2025 12:52:34 AM,12 BROOKLYN,,BROOKLYN,992454,162138,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6117039475733,-73.97045180115299,"(40.6117039475733, -73.97045180115299)"
63579759,12/31/2024 11:54:28 PM,01/02/2025 04:30:12 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 04:30:28 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63572379,12/31/2024 11:54:22 PM,01/01/2025 12:53:22 AM,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,11364,54-38 202 STREET,202 STREET,53 AVENUE,56 AVENUE,53 AVENUE,56 AVENUE,ADDRESS,OAKLAND GARDENS,202 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 12:53:25 AM,11 QUEENS,4074100030,QUEENS,1046285,212037,ONLINE,Saul Weprin Playground,QUEENS,,,,,,,,40.748451551252344,-73.77611079123469,"(40.748451551252344, -73.77611079123469)"
63579336,12/31/2024 11:54:20 PM,01/01/2025 12:40:40 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11219,1277 BAY RIDGE AVENUE,BAY RIDGE AVENUE,12 AVENUE,13 AVENUE,12 AVENUE,13 AVENUE,ADDRESS,BROOKLYN,BAY RIDGE AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 12:40:44 AM,10 BROOKLYN,3057740037,BROOKLYN,982994,166651,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6240949046746,-74.00452455228466,"(40.6240949046746, -74.00452455228466)"
63572307,12/31/2024 11:54:19 PM,01/01/2025 12:52:37 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,11204,2253 63 STREET,63 STREET,BAY PARKWAY,23 AVENUE,BAY PARKWAY,23 AVENUE,ADDRESS,BROOKLYN,63 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 12:52:40 AM,11 BROOKLYN,3065510057,BROOKLYN,990066,163086,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.61430790122581,-73.97905180076599,"(40.61430790122581, -73.97905180076599)"
63579631,12/31/2024 11:54:09 PM,01/01/2025 09:01:36 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 09:01:54 AM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63580241,12/31/2024 11:54:01 PM,01/01/2025 01:00:43 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11356,115-04 POPPENHUSEN AVENUE,POPPENHUSEN AVENUE,115 STREET,117 STREET,115 STREET,117 STREET,ADDRESS,COLLEGE POINT,POPPENHUSEN AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/01/2025 01:00:46 AM,07 QUEENS,4039330042,QUEENS,1025187,227579,MOBILE,Unspecified,QUEENS,,,,,,,,40.79123307333829,-73.85216028777245,"(40.79123307333829, -73.85216028777245)"
63580347,12/31/2024 11:53:58 PM,01/23/2025 05:03:04 AM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10011,110 WEST   14 STREET,WEST   14 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,An HPD Inspector was not able to gain access to inspect this complaint. The Inspector left a card at the time of the inspection and a letter was sent from HPD after the inspection attempt to encourage you to call to schedule an inspection. HPD did not receive a timely response from you and the complaint has been closed. Please submit a new service request with 311 if the condition still exists.,01/23/2025 12:00:00 AM,02 MANHATTAN,1006090033,MANHATTAN,984950,208011,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.737618755330615,-73.99747405826884,"(40.737618755330615, -73.99747405826884)"
63576342,12/31/2024 11:53:50 PM,01/02/2025 05:07:28 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:09:09 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63575937,12/31/2024 11:53:45 PM,01/01/2025 12:43:29 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10312,215 SEIDMAN AVENUE,SEIDMAN AVENUE,KOCH BOULEVARD,SHIRLEY AVENUE,KOCH BOULEVARD,SHIRLEY AVENUE,ADDRESS,STATEN ISLAND,SEIDMAN AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 12:43:32 AM,03 STATEN ISLAND,5053790079,STATEN ISLAND,938628,134127,MOBILE,Unspecified,STATEN ISLAND,,,,,,,,40.5347057259426,-74.16412672199692,"(40.5347057259426, -74.16412672199692)"
63580648,12/31/2024 11:53:44 PM,01/01/2025 12:35:09 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11368,112-15 NORTHERN BOULEVARD,NORTHERN BOULEVARD,112 STREET,112 PLACE,112 STREET,112 PLACE,ADDRESS,CORONA,NORTHERN BOULEVARD,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/01/2025 12:35:16 AM,03 QUEENS,4017067501,QUEENS,1023811,215508,ONLINE,Unspecified,QUEENS,,,,,,,,40.75810765593285,-73.8572006242061,"(40.75810765593285, -73.8572006242061)"
63576413,12/31/2024 11:53:22 PM,01/01/2025 09:02:20 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 09:02:39 AM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63579979,12/31/2024 11:53:12 PM,01/02/2025 05:07:26 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:10:43 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63583082,12/31/2024 11:53:10 PM,01/01/2025 12:49:47 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11225,881 FRANKLIN AVENUE,FRANKLIN AVENUE,PRESIDENT STREET,CARROLL STREET,PRESIDENT STREET,CARROLL STREET,ADDRESS,BROOKLYN,FRANKLIN AVENUE,,Closed,,The Police Department issued a summons in response to the complaint.,01/01/2025 12:49:50 AM,09 BROOKLYN,3012800008,BROOKLYN,995701,182853,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6685585779953,-73.95872198373603,"(40.6685585779953, -73.95872198373603)"
63578403,12/31/2024 11:53:00 PM,01/01/2025 09:15:00 AM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11234,1135 EAST   59 STREET,EAST   59 STREET,AVENUE K,AVENUE L,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,01/01/2025 09:15:00 AM,18 BROOKLYN,3078390029,BROOKLYN,1006764,167163,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62547171831213,-73.91889499522426,"(40.62547171831213, -73.91889499522426)"
63578412,12/31/2024 11:53:00 PM,01/03/2025 02:21:00 PM,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11214,127 BAY   14 STREET,BAY   14 STREET,BENSON AVE,BATH AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,01/03/2025 02:21:00 PM,11 BROOKLYN,3063990022,BROOKLYN,981938,160253,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.606533505527096,-74.00832644365956,"(40.606533505527096, -74.00832644365956)"
63575527,12/31/2024 11:52:58 PM,01/01/2025 12:23:54 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11218,BEVERLEY ROAD,BEVERLEY ROAD,BEVERLEY ROAD,OCEAN PARKWAY,BEVERLEY ROAD,OCEAN PARKWAY,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/01/2025 12:23:56 AM,12 BROOKLYN,,BROOKLYN,991439,173651,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.64330559085035,-73.97409524550893,"(40.64330559085035, -73.97409524550893)"
63579123,12/31/2024 11:52:57 PM,12/31/2024 11:58:53 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10031,1635 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  140 STREET,WEST  141 STREET,WEST  140 STREET,WEST  141 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,12/31/2024 11:58:59 PM,09 MANHATTAN,1020570056,MANHATTAN,998220,238974,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.822592971648255,-73.94952504515548,"(40.822592971648255, -73.94952504515548)"
63580758,12/31/2024 11:52:41 PM,01/01/2025 12:53:56 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10033,655 WEST  181 STREET,WEST  181 STREET,WADSWORTH AVENUE,BROADWAY,WADSWORTH AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  181 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 12:53:59 AM,12 MANHATTAN,1021647501,MANHATTAN,1002192,248935,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.84992585128107,-73.93514718613221,"(40.84992585128107, -73.93514718613221)"
63581492,12/31/2024 11:52:37 PM,01/01/2025 09:02:20 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 09:02:23 AM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63573225,12/31/2024 11:52:34 PM,01/02/2025 05:08:14 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:11:19 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63579102,12/31/2024 11:52:34 PM,01/01/2025 12:37:09 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10306,442 AMHERST AVENUE,AMHERST AVENUE,ISABELLA AVENUE,GUYON AVENUE,ISABELLA AVENUE,GUYON AVENUE,ADDRESS,STATEN ISLAND,AMHERST AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/01/2025 12:37:14 AM,03 STATEN ISLAND,5040280017,STATEN ISLAND,952060,142865,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.55874876843941,-74.11584627849524,"(40.55874876843941, -74.11584627849524)"
63573365,12/31/2024 11:52:33 PM,01/01/2025 01:48:51 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10468,19 MINERVA PLACE,MINERVA PLACE,CRESTON AVENUE,GRAND CONCOURSE,CRESTON AVENUE,GRAND CONCOURSE,ADDRESS,BRONX,MINERVA PLACE,,Closed,,The Police Department issued a summons in response to the complaint.,01/01/2025 01:48:54 AM,07 BRONX,2033190062,BRONX,1014405,256644,MOBILE,Unspecified,BRONX,,,,,,,,40.87105145607921,-73.89096766033678,"(40.87105145607921, -73.89096766033678)"
63577630,12/31/2024 11:52:27 PM,01/01/2025 12:43:24 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10312,215 SEIDMAN AVENUE,SEIDMAN AVENUE,KOCH BOULEVARD,SHIRLEY AVENUE,KOCH BOULEVARD,SHIRLEY AVENUE,ADDRESS,STATEN ISLAND,SEIDMAN AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 12:43:27 AM,03 STATEN ISLAND,5053790079,STATEN ISLAND,938628,134127,MOBILE,Unspecified,STATEN ISLAND,,,,,,,,40.5347057259426,-74.16412672199692,"(40.5347057259426, -74.16412672199692)"
63573404,12/31/2024 11:52:24 PM,01/01/2025 01:03:18 AM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10026,129 WEST  116 STREET,WEST  116 STREET,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ADDRESS,NEW YORK,WEST  116 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/01/2025 01:03:20 AM,10 MANHATTAN,1019010018,MANHATTAN,997905,231636,MOBILE,Unspecified,MANHATTAN,Car,,,,,,,40.802452701692545,-73.95067809840818,"(40.802452701692545, -73.95067809840818)"
63575792,12/31/2024 11:52:06 PM,01/01/2025 12:23:05 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11360,16-66 BELL BOULEVARD,BELL BOULEVARD,16 AVENUE,18 AVENUE,16 AVENUE,18 AVENUE,ADDRESS,BAYSIDE,BELL BOULEVARD,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,01/01/2025 12:23:09 AM,07 QUEENS,4058650118,QUEENS,1045610,225380,MOBILE,Unspecified,QUEENS,,,,,,,,40.78507922169945,-73.77842510011234,"(40.78507922169945, -73.77842510011234)"
63575615,12/31/2024 11:52:04 PM,01/01/2025 01:06:44 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11423,196-21 JAMAICA AVENUE,JAMAICA AVENUE,WOODHULL AVENUE,197 STREET,WOODHULL AVENUE,197 STREET,ADDRESS,HOLLIS,JAMAICA AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/01/2025 01:06:47 AM,12 QUEENS,4104640040,QUEENS,1049901,199266,PHONE,Unspecified,QUEENS,,,,,,,,40.71337230665493,-73.76318502986028,"(40.71337230665493, -73.76318502986028)"
63574348,12/31/2024 11:52:03 PM,12/31/2024 11:59:18 PM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10013,21 VARICK STREET,VARICK STREET,NORTH MOORE STREET,BEACH STREET,NORTH MOORE STREET,BEACH STREET,ADDRESS,NEW YORK,VARICK STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/31/2024 11:59:24 PM,01 MANHATTAN,1001900033,MANHATTAN,982381,201673,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72022232343317,-74.00674250402294,"(40.72022232343317, -74.00674250402294)"
63577975,12/31/2024 11:51:56 PM,01/02/2025 05:11:34 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:15:22 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
